Session ID,Player ID,Player Name,Game Name,Platform,Region,Session Date,Session Duration (min),In-Game Purchase ($),Purchase Type,Session Status,Player Type,Level Reached,Is Suspicious
S00261,P7483,murrayaaron,Zombie Rush,Console,East,2025-06-07,144,40.29,Subscriptions,Exited Early,Paid,1,Yes
S00262,P3905,stephen73,Empire Wars,PC,North,2025-04-11,6,0,None,Completed,Free,7,No
S00263,P2082,iadkins,Zombie Rush,Console,North,2025-05-27,176,44.39,Battle Pass,Completed,Paid,18,Yes
S00264,P6567,smithshawn,BattleZone,PC,East,2024-12-24,175,0,None,Incomplete,Free,22,Yes
S00265,P2068,vanessasmith,SpeedX,Mobile,South,2025-01-23,131,0,None,Crashed,Free,3,No
S00266,P4801,annaroy,Clash of Realms,Mobile,West,2025-04-21,17,0,None,Completed,Paid,37,No
S00267,P9642,dfloyd,Empire Wars,Mobile,East,2025-06-02,128,0,None,Completed,Free,15,No
S00268,P4625,maryrodriguez,Empire Wars,PC,North,2025-05-03,39,0,None,Completed,Free,18,No
S00269,P3615,tamarafowler,Zombie Rush,Mobile,East,2025-05-17,122,0,None,Completed,Free,28,No
S00270,P9094,nsmith,Clash of Realms,PC,West,2025-01-16,15,0,None,Completed,Paid,47,No
S00271,P7072,matthew23,Zombie Rush,Console,North,2025-04-11,166,47.72,Skins,Completed,Paid,40,Yes
S00272,P4911,mmorgan,SpeedX,PC,North,2025-03-05,91,45.51,Skins,Completed,Paid,8,Yes
S00273,P5122,ronaldkennedy,BattleZone,PC,North,2025-04-23,52,0,None,Completed,Free,3,No
S00274,P4950,megan08,Empire Wars,PC,North,2025-01-13,130,0,None,Completed,Free,49,No
S00275,P7472,kcook,Empire Wars,Mobile,Central,2025-04-03,87,0,None,Completed,Free,33,No
S00276,P2232,donovantrevor,Zombie Rush,PC,North,2025-03-22,71,0,None,Completed,Free,38,No
S00277,P8649,melanie33,Zombie Rush,Mobile,North,2025-03-19,63,0,None,Completed,Free,49,No
S00278,P7465,foxdawn,Zombie Rush,Console,North,2025-03-28,175,0,None,Crashed,Free,33,Yes
S00279,P8384,walkernathan,Empire Wars,PC,South,2025-02-02,91,0,None,Completed,Free,22,No
S00280,P9835,leslie88,BattleZone,Console,North,2025-02-20,127,40.21,Battle Pass,Completed,Paid,38,Yes
S00281,P5712,brandon14,Zombie Rush,Console,North-East,2025-01-14,179,0,None,Completed,Paid,34,Yes
S00282,P7701,carmenbutler,SpeedX,Mobile,Central,2025-03-11,160,0,None,Completed,Free,1,Yes
S00283,P7004,monicaharris,BattleZone,PC,West,2025-04-15,175,0,None,Completed,Free,1,Yes
S00284,P4597,john69,SpeedX,PC,North,2025-02-20,112,13.89,Battle Pass,Crashed,Paid,25,No
S00285,P3464,ryan43,BattleZone,Console,North-East,2025-06-03,85,0,None,Exited Early,Free,24,No
S00286,P1653,jeffreybaker,Clash of Realms,PC,North-East,2025-01-07,16,0,None,Crashed,Free,6,No
S00287,P8328,floresnatalie,Clash of Realms,PC,North,2025-02-16,80,0,None,Completed,Free,16,No
S00288,P8167,tyler13,BattleZone,Mobile,Central,2025-03-30,69,0,None,Incomplete,Paid,17,No
S00289,P6334,erictrujillo,SpeedX,Console,Central,2025-03-03,25,0,None,Completed,Free,34,No
S00290,P4420,wanda82,Clash of Realms,PC,West,2024-12-26,154,0,None,Completed,Paid,14,Yes
S00291,P6223,raymondjenna,SpeedX,PC,North-East,2025-04-24,66,0,None,Exited Early,Free,4,No
S00292,P2113,cassandrarice,Zombie Rush,Console,North,2025-05-20,164,14.33,Skins,Completed,Paid,4,Yes
S00293,P6122,browndenise,Empire Wars,Console,East,2025-06-03,9,0,None,Completed,Free,10,No
S00294,P2984,jenniferrollins,BattleZone,Mobile,East,2025-05-11,31,0,None,Crashed,Free,23,No
S00295,P8996,sbrown,Empire Wars,Mobile,Central,2025-01-12,61,0,None,Completed,Free,30,No
S00296,P1051,kevin42,Empire Wars,PC,South,2025-03-03,178,0,None,Completed,Free,30,Yes
S00297,P2001,yrichardson,BattleZone,PC,East,2025-05-05,68,0,None,Completed,Free,21,No
S00298,P1898,yperez,SpeedX,PC,East,2024-12-18,174,0,None,Exited Early,Free,50,Yes
S00299,P2792,rileyjohn,SpeedX,Mobile,South,2025-02-17,42,0,None,Completed,Free,15,No
S00300,P8477,smallalice,Zombie Rush,Console,East,2025-01-07,90,0,None,Exited Early,Free,3,No
S00301,P1529,nicole11,Empire Wars,Mobile,Central,2025-02-20,70,19.62,Skins,Completed,Paid,47,No
S00302,P5078,elizabeth99,Clash of Realms,Mobile,North,2025-04-01,93,0,None,Completed,Free,47,No
S00303,P8482,hornjoshua,BattleZone,PC,East,2025-05-24,155,31.24,Battle Pass,Completed,Paid,33,Yes
S00304,P1757,thomas29,Clash of Realms,Mobile,North,2025-05-08,122,40.31,Battle Pass,Completed,Paid,33,Yes
S00305,P2330,davidmendoza,Empire Wars,Console,North,2025-03-03,62,0,None,Incomplete,Free,19,No
S00306,P2906,jacob24,Empire Wars,PC,East,2025-05-17,31,0,None,Completed,Free,18,No
S00307,P9068,nthompson,BattleZone,Mobile,North-East,2025-04-12,109,0,None,Completed,Free,40,No
S00308,P6026,ogarcia,SpeedX,Console,East,2025-02-20,178,38.37,Battle Pass,Completed,Paid,32,Yes
S00309,P8611,cheyennebenton,BattleZone,Mobile,North-East,2025-01-09,34,0,None,Completed,Free,12,No
S00310,P5092,owenssherry,Clash of Realms,Console,East,2025-06-04,139,0,None,Completed,Free,1,No
S00311,P6038,tbarker,BattleZone,Mobile,North-East,2025-01-25,81,0,None,Incomplete,Free,21,No
S00312,P5060,fmason,BattleZone,Mobile,South,2024-12-21,13,0,None,Completed,Free,12,No
S00313,P9354,jameswanda,BattleZone,PC,West,2025-01-07,85,0,None,Completed,Free,28,No
S00314,P6556,dennis63,SpeedX,Console,South,2025-03-11,158,0,None,Crashed,Free,22,Yes
S00315,P6685,coreyperez,BattleZone,Console,North,2025-04-29,140,0,None,Completed,Free,1,No
S00316,P3050,gonzalezcindy,Clash of Realms,PC,West,2025-03-31,179,0,None,Completed,Free,5,Yes
S00317,P2939,millersarah,SpeedX,PC,South,2025-01-09,73,0,None,Incomplete,Free,15,No
S00318,P4946,thompsontodd,Empire Wars,PC,East,2025-03-31,83,0,None,Completed,Free,1,No
S00319,P2067,waltersnicholas,Zombie Rush,PC,North,2025-01-21,152,0,None,Completed,Free,31,Yes
S00320,P1338,hharris,BattleZone,PC,Central,2025-01-31,156,0,None,Crashed,Free,14,Yes
S00321,P3964,kristopheralvarez,Zombie Rush,Mobile,West,2025-05-11,33,0,None,Crashed,Free,7,No
S00322,P6010,emilyking,BattleZone,PC,South,2025-01-21,128,0,None,Completed,Free,35,No
S00323,P7890,bobbyanderson,BattleZone,Mobile,South,2025-02-06,58,0,None,Incomplete,Free,15,No
S00324,P5731,erinhansen,SpeedX,Mobile,South,2024-12-21,77,0,None,Completed,Free,11,No
S00325,P2254,gerald82,Clash of Realms,Console,South,2024-12-15,175,0,None,Crashed,Paid,10,Yes
S00326,P2231,jeffreyjimenez,Clash of Realms,PC,North,2025-03-11,90,0,None,Completed,Free,50,No
S00327,P2736,lcase,Empire Wars,Mobile,Central,2025-05-16,142,0,None,Incomplete,Free,49,No
S00328,P3118,jonathan53,Zombie Rush,PC,West,2025-05-24,102,0,None,Completed,Paid,44,No
S00329,P3169,ethankaufman,BattleZone,Mobile,North,2025-03-21,47,0,None,Completed,Paid,49,No
S00330,P6447,jessica34,BattleZone,Console,Central,2025-05-22,100,0,None,Completed,Free,25,No
S00331,P1496,newtonjose,BattleZone,PC,South,2025-02-14,30,36.8,Skins,Exited Early,Paid,24,No
S00332,P4764,johnsonjulie,SpeedX,Console,East,2025-03-18,180,0,None,Completed,Free,18,Yes
S00333,P8963,justin27,Empire Wars,Console,North,2024-12-31,18,36.07,Battle Pass,Completed,Paid,4,No
S00334,P1470,jonesjames,BattleZone,Console,Central,2025-01-19,5,14.86,Battle Pass,Incomplete,Paid,23,No
S00335,P5228,melissa44,Empire Wars,PC,East,2025-01-08,159,0,None,Completed,Free,20,Yes
S00336,P4680,jack69,Empire Wars,PC,East,2025-03-16,161,45.73,Boosters,Completed,Paid,4,Yes
S00337,P2974,maciasronald,Zombie Rush,Console,East,2025-03-07,13,0,None,Exited Early,Free,49,No
S00338,P9449,douglasluke,SpeedX,PC,South,2025-04-12,110,0,None,Completed,Free,40,No
S00339,P1806,michael88,Empire Wars,PC,West,2025-02-15,22,0,None,Completed,Free,34,No
S00340,P6015,terrychristina,Zombie Rush,Console,South,2025-05-12,168,33.73,Battle Pass,Completed,Paid,48,Yes
S00341,P7017,smartin,SpeedX,PC,Central,2025-01-11,24,0,None,Completed,Free,41,No
S00342,P9340,davisheather,Clash of Realms,Mobile,East,2024-12-29,166,0,None,Incomplete,Free,30,Yes
S00343,P6916,amber18,Empire Wars,PC,East,2025-04-09,42,0,None,Completed,Paid,12,No
S00344,P9975,hollyjenkins,Empire Wars,PC,South,2025-05-03,39,0,None,Completed,Free,49,No
S00345,P6815,parkerpatricia,Clash of Realms,Mobile,North-East,2025-04-19,91,13.08,Skins,Completed,Paid,17,No
S00346,P4525,kellergregory,Zombie Rush,Mobile,Central,2025-05-05,30,0,None,Incomplete,Free,42,No
S00347,P8336,michellewilliams,BattleZone,Mobile,North-East,2024-12-13,44,0,None,Completed,Free,19,No
S00348,P6418,ericmoore,Zombie Rush,PC,West,2025-03-14,57,0,None,Completed,Paid,29,No
S00349,P9419,angelaramsey,BattleZone,Console,South,2025-05-30,165,0,None,Completed,Free,15,Yes
S00350,P9081,brooke04,SpeedX,Console,East,2025-02-24,22,0,None,Completed,Free,22,No
S00351,P7887,nicholas09,SpeedX,Console,West,2025-02-08,21,0,None,Completed,Free,46,No
S00352,P8561,boonekristen,Zombie Rush,Mobile,North-East,2025-03-15,127,0,None,Completed,Free,13,No
S00353,P2482,udavis,Clash of Realms,Mobile,West,2025-02-23,21,0,None,Completed,Free,2,No
S00354,P4996,jmcknight,Empire Wars,Console,South,2025-03-01,136,0,None,Completed,Free,50,No
S00355,P2102,sarahlawrence,Zombie Rush,Console,South,2025-04-23,41,0,None,Completed,Free,27,No
S00356,P9101,hardychristopher,BattleZone,Mobile,Central,2025-05-21,104,0,None,Completed,Free,14,No
S00357,P7149,sara36,Zombie Rush,Console,Central,2025-02-01,84,23.18,Subscriptions,Completed,Paid,2,No
S00358,P1901,leestewart,Empire Wars,PC,South,2025-05-24,71,0,None,Completed,Paid,5,No
S00359,P8092,lisacoffey,Zombie Rush,Console,Central,2025-02-02,63,0,None,Crashed,Free,4,No
S00360,P9731,popelance,SpeedX,Console,South,2025-05-06,63,0,None,Completed,Free,15,No
S00361,P8648,mfarley,Zombie Rush,Mobile,North,2025-06-09,18,0,None,Completed,Free,16,No
S00362,P3956,ruizkimberly,SpeedX,Mobile,Central,2025-06-11,73,0,None,Completed,Free,11,No
S00363,P8050,andersonwilliam,SpeedX,Console,West,2025-01-14,102,0,None,Completed,Free,2,No
S00364,P9065,andrewtran,Clash of Realms,Console,South,2025-01-12,91,0,None,Completed,Free,31,No
S00365,P1888,lynchtina,SpeedX,Mobile,South,2025-04-16,73,0,None,Incomplete,Free,32,No
S00366,P8007,kelly45,Empire Wars,Mobile,North-East,2025-02-22,80,42.33,Boosters,Completed,Paid,23,Yes
S00367,P7375,morrisryan,Clash of Realms,Mobile,North-East,2025-05-23,6,0,None,Completed,Free,12,No
S00368,P4682,aryan,BattleZone,Mobile,South,2025-04-25,161,0,None,Completed,Free,25,Yes
S00369,P6367,iyoung,SpeedX,PC,Central,2025-02-26,67,0,None,Exited Early,Free,48,No
S00370,P1693,huntlawrence,Clash of Realms,Mobile,North-East,2025-03-06,144,0,None,Exited Early,Free,9,No
S00371,P6086,parkzachary,Zombie Rush,Mobile,North,2025-04-07,144,29.52,Skins,Exited Early,Paid,36,No
S00372,P1855,amandarogers,Zombie Rush,PC,North,2024-12-29,83,0,None,Completed,Free,49,No
S00373,P9993,bharris,SpeedX,PC,East,2025-06-03,128,0,None,Completed,Paid,29,No
S00374,P1603,rojasjennifer,Zombie Rush,PC,West,2025-04-28,59,0,None,Completed,Free,36,No
S00375,P5838,christopher10,Zombie Rush,Console,East,2025-05-09,79,20.5,Boosters,Completed,Paid,5,No
S00376,P4545,monique85,BattleZone,PC,South,2024-12-25,167,0,None,Completed,Paid,37,Yes
S00377,P7247,hhuff,BattleZone,Console,South,2025-04-18,165,21.99,Boosters,Exited Early,Paid,45,Yes
S00378,P2591,caitlingonzales,BattleZone,Console,South,2025-05-11,109,39.87,Boosters,Completed,Paid,13,No
S00379,P1302,tdavis,Clash of Realms,Mobile,South,2025-03-17,167,0,None,Exited Early,Paid,28,Yes
S00380,P7023,jessicacisneros,SpeedX,Mobile,West,2025-02-06,36,14.75,Battle Pass,Completed,Paid,46,No
S00381,P3795,shelbyvalencia,SpeedX,Mobile,Central,2025-03-21,54,0,None,Completed,Free,25,No
S00382,P6609,jonathan22,BattleZone,Console,North,2024-12-30,15,0,None,Completed,Free,19,No
S00383,P8505,derrickbuck,SpeedX,Console,East,2025-04-29,101,0,None,Incomplete,Free,41,No
S00384,P6967,zvargas,SpeedX,Mobile,East,2025-01-27,79,0,None,Completed,Free,48,No
S00385,P5442,rsutton,Clash of Realms,PC,North,2025-04-04,13,0,None,Completed,Free,13,No
S00386,P5885,olopez,Zombie Rush,Console,North-East,2025-01-06,157,0,None,Completed,Free,22,Yes
S00387,P2635,carol86,SpeedX,Console,North-East,2025-06-05,6,0,None,Crashed,Free,7,No
S00388,P6440,lisabarber,Clash of Realms,Console,North,2025-06-01,134,0,None,Completed,Free,28,No
S00389,P4758,howardsamantha,Empire Wars,PC,North-East,2025-05-26,76,37.02,Battle Pass,Completed,Paid,4,No
S00390,P9103,lance41,Zombie Rush,Console,West,2025-05-06,71,0,None,Completed,Free,46,No
S00391,P1344,williamsonkirsten,SpeedX,PC,West,2025-01-03,49,19.43,Battle Pass,Completed,Paid,22,No
S00392,P2684,bellraymond,Zombie Rush,Mobile,Central,2025-05-31,143,0,None,Incomplete,Free,17,No
S00393,P1494,steven30,Empire Wars,Mobile,West,2025-02-15,166,0,None,Completed,Free,39,Yes
S00394,P6548,hillchristopher,Zombie Rush,PC,North-East,2025-05-29,34,0,None,Completed,Free,45,No
S00395,P8926,ftyler,Empire Wars,Console,West,2025-01-28,57,0,None,Completed,Free,1,No
S00396,P2202,soliskyle,SpeedX,Mobile,East,2025-03-23,88,0,None,Completed,Free,2,No
S00397,P9321,angelicawillis,BattleZone,Mobile,North,2025-05-07,75,0,None,Completed,Free,13,No
S00398,P6922,aprince,SpeedX,PC,East,2025-02-15,129,0,None,Incomplete,Free,37,No
S00399,P6788,dylanblack,Zombie Rush,Console,East,2025-04-06,145,0,None,Completed,Free,43,No
S00400,P1936,hoodchristopher,Zombie Rush,Console,North,2025-01-22,23,0,None,Completed,Paid,26,No
S00401,P3613,sandraclark,SpeedX,Mobile,North,2025-05-26,105,0,None,Completed,Free,24,No
S00402,P1659,ffitzpatrick,Empire Wars,Console,North,2025-05-27,22,42.28,Subscriptions,Incomplete,Paid,10,Yes
S00403,P8982,dominiquejohnson,Empire Wars,Mobile,North-East,2025-06-08,41,24.14,Battle Pass,Completed,Paid,28,No
S00404,P4516,sellersgregory,SpeedX,Console,North-East,2025-05-21,9,0,None,Exited Early,Free,40,No
S00405,P6700,armstrongmary,Clash of Realms,Console,North,2025-02-12,111,0,None,Completed,Free,26,No
S00406,P3545,barnettdonna,Empire Wars,PC,Central,2025-05-24,25,0,None,Completed,Free,12,No
S00407,P8156,melissaphillips,BattleZone,Mobile,North-East,2025-02-13,111,46.08,Boosters,Crashed,Paid,15,Yes
S00408,P9402,hoffmandaniel,SpeedX,Console,East,2025-02-08,144,0,None,Incomplete,Free,36,No
S00409,P2227,thomascorey,SpeedX,Mobile,West,2025-01-10,22,17.35,Battle Pass,Crashed,Paid,49,No
S00410,P2497,thomas01,Empire Wars,Console,North-East,2025-02-13,154,0,None,Completed,Free,27,Yes
S00411,P3311,riddleaaron,Clash of Realms,Console,East,2025-01-16,166,0,None,Incomplete,Free,5,Yes
S00412,P4171,tdean,SpeedX,Console,East,2025-05-02,16,0,None,Completed,Paid,16,No
S00413,P5355,bruce10,Empire Wars,Console,North-East,2025-01-20,144,0,None,Completed,Free,3,No
S00414,P4285,annettejackson,Zombie Rush,Mobile,Central,2025-05-19,58,0,None,Completed,Free,43,No
S00415,P6369,kingtroy,Clash of Realms,Console,West,2025-05-03,95,35.92,Skins,Exited Early,Paid,6,No
S00416,P1436,coxanthony,Empire Wars,PC,North-East,2024-12-31,86,0,None,Incomplete,Paid,17,No
S00417,P5233,paige96,Empire Wars,Console,West,2025-01-06,12,1.44,Boosters,Completed,Paid,15,No
S00418,P5382,sabrina44,Clash of Realms,PC,South,2025-06-03,8,2.1,Boosters,Exited Early,Paid,44,No
S00419,P1065,neilmorrison,BattleZone,Mobile,Central,2025-04-08,180,0,None,Completed,Free,8,Yes
S00420,P8628,russochelsey,Clash of Realms,Mobile,Central,2025-05-27,35,13.33,Skins,Completed,Paid,42,No
S00421,P9217,pwright,BattleZone,Console,South,2025-04-20,97,3.6,Subscriptions,Incomplete,Paid,14,No
S00422,P9334,samantha20,Empire Wars,Mobile,South,2024-12-17,92,0,None,Completed,Paid,31,No
S00423,P8641,johnsonandrea,SpeedX,Console,South,2025-02-12,166,0,None,Completed,Free,43,Yes
S00424,P8632,nramos,Zombie Rush,Console,South,2025-01-19,146,22.51,Battle Pass,Exited Early,Paid,25,No
S00425,P6749,pmoore,BattleZone,Console,East,2025-03-06,7,29.06,Battle Pass,Completed,Paid,12,No
S00426,P8176,enielsen,BattleZone,Mobile,North,2025-01-12,79,0,None,Completed,Free,30,No
S00427,P9104,melissa17,Zombie Rush,PC,Central,2025-02-07,39,0,None,Completed,Free,12,No
S00428,P5582,jennifer94,Zombie Rush,Console,West,2024-12-19,9,0,None,Incomplete,Free,23,No
S00429,P4908,twashington,Empire Wars,PC,East,2025-06-13,70,11.82,Battle Pass,Completed,Paid,5,No
S00430,P8542,brian05,Empire Wars,Mobile,East,2025-01-27,156,0,None,Completed,Free,6,Yes
S00431,P7163,emilynelson,Zombie Rush,Console,South,2024-12-15,159,0,None,Completed,Free,14,Yes
S00432,P2427,kacosta,Zombie Rush,PC,Central,2025-01-23,139,0,None,Completed,Free,37,No
S00433,P1911,yvette50,BattleZone,Mobile,Central,2025-05-01,25,0,None,Completed,Paid,20,No
S00434,P2246,lisajames,Empire Wars,Mobile,South,2025-03-23,80,0,None,Incomplete,Free,3,No
S00435,P2996,linda22,Zombie Rush,Console,South,2025-04-26,101,0,None,Completed,Free,15,No
S00436,P9175,gregbaker,Zombie Rush,Console,West,2024-12-19,176,0,None,Completed,Free,18,Yes
S00437,P1726,sheila89,BattleZone,PC,Central,2025-02-20,101,0,None,Incomplete,Free,5,No
S00438,P1604,pweaver,Clash of Realms,Console,North-East,2025-05-20,147,32.05,Subscriptions,Incomplete,Paid,11,No
S00439,P4812,thomas99,Zombie Rush,Mobile,North,2025-01-10,46,0,None,Completed,Free,4,No
S00440,P5667,victoria39,Clash of Realms,PC,West,2025-06-02,33,0,None,Exited Early,Free,20,No
S00441,P4138,ecooley,BattleZone,Mobile,East,2025-02-25,150,0,None,Completed,Free,46,No
S00442,P9949,brenda52,BattleZone,Console,North-East,2025-05-16,166,0,None,Completed,Free,27,Yes
S00443,P9493,zmendoza,Clash of Realms,Mobile,North-East,2025-01-21,96,0,None,Completed,Paid,38,No
S00444,P8787,jamesbarber,SpeedX,Console,South,2025-05-18,51,0,None,Completed,Free,9,No
S00445,P6434,caitlinmiller,Clash of Realms,Console,West,2024-12-26,96,0,None,Completed,Free,49,No
S00446,P7453,davidhunt,BattleZone,Console,West,2025-05-10,114,0,None,Incomplete,Free,22,No
S00447,P1920,fsteele,Empire Wars,Mobile,Central,2024-12-28,133,0,None,Exited Early,Free,10,No
S00448,P1344,keithunderwood,Zombie Rush,Console,North,2025-04-08,104,9.94,Subscriptions,Exited Early,Paid,21,No
S00449,P5705,hernandezcatherine,BattleZone,Console,North,2025-04-11,108,0,None,Crashed,Free,22,No
S00450,P3198,bherrera,Zombie Rush,Mobile,East,2025-03-08,63,0,None,Completed,Free,25,No
S00451,P5894,chendavid,Empire Wars,Mobile,North,2025-01-03,33,0,None,Completed,Free,32,No
S00452,P9365,rware,SpeedX,Mobile,North-East,2025-05-14,39,0,None,Completed,Free,42,No
S00453,P7874,gloriajohnson,Empire Wars,PC,West,2025-02-26,11,0,None,Exited Early,Free,12,No
S00454,P4547,allenvictor,SpeedX,Mobile,North,2025-02-20,142,0,None,Completed,Free,32,No
S00455,P4283,sheiladavis,Clash of Realms,PC,Central,2025-01-12,123,22.4,Skins,Completed,Paid,33,No
S00456,P8176,tgill,BattleZone,Console,South,2025-03-19,132,28.89,Battle Pass,Completed,Paid,26,No
S00457,P5820,lindagalloway,Empire Wars,Mobile,North-East,2024-12-29,113,0,None,Completed,Free,17,No
S00458,P8552,jbriggs,Clash of Realms,Console,South,2025-01-09,92,0,None,Completed,Free,33,No
S00459,P5695,danielleonard,Clash of Realms,Console,Central,2024-12-28,44,0,None,Completed,Free,21,No
S00460,P6581,ramirezandrea,SpeedX,Mobile,West,2025-03-06,17,0,None,Completed,Free,1,No
S00461,P4636,jeffreyjohnson,SpeedX,PC,East,2025-02-02,52,0,None,Exited Early,Free,19,No
S00462,P2853,dannyforbes,Empire Wars,Mobile,West,2025-01-19,51,20.97,Skins,Completed,Paid,31,No
S00463,P3252,wallacedebra,BattleZone,PC,North,2025-02-06,94,0,None,Completed,Free,43,No
S00464,P2743,jennifersmith,Empire Wars,Mobile,West,2025-05-05,63,0,None,Completed,Paid,43,No
S00465,P1878,steven19,Empire Wars,Mobile,North-East,2025-03-09,172,0,None,Completed,Free,15,Yes
S00466,P1450,jacob95,Zombie Rush,Console,Central,2024-12-25,38,0,None,Exited Early,Free,23,No
S00467,P3228,mlewis,Clash of Realms,Console,North-East,2024-12-28,132,18,Battle Pass,Crashed,Paid,3,No
S00468,P9747,charles59,Empire Wars,Mobile,West,2025-05-22,164,0,None,Incomplete,Free,40,Yes
S00469,P2925,kgonzalez,Clash of Realms,Mobile,East,2025-01-08,166,23.59,Battle Pass,Completed,Paid,19,Yes
S00470,P9769,marcus01,Empire Wars,Console,East,2025-05-11,73,0,None,Completed,Free,46,No
S00471,P2833,leonwells,BattleZone,PC,Central,2025-04-02,55,40.58,Subscriptions,Completed,Paid,14,Yes
S00472,P7312,erika85,Empire Wars,Console,South,2025-05-31,22,0,None,Completed,Free,36,No
S00473,P3023,jonathonmayer,BattleZone,Mobile,North-East,2025-06-03,56,0,None,Completed,Free,34,No
S00474,P4635,nicholas43,SpeedX,Mobile,East,2025-03-26,9,0,None,Completed,Free,21,No
S00475,P8912,paula25,BattleZone,Mobile,West,2025-02-26,54,19.65,Skins,Completed,Paid,38,No
S00476,P9766,smithcarrie,Zombie Rush,Mobile,South,2025-02-05,85,0,None,Incomplete,Paid,12,No
S00477,P2059,valenzuelakim,BattleZone,PC,North,2025-01-16,111,0,None,Completed,Free,38,No
S00478,P3378,adamsbarbara,SpeedX,Console,South,2025-05-18,93,0,None,Completed,Free,26,No
S00479,P5699,cathy10,SpeedX,Console,Central,2025-05-23,103,0,None,Completed,Free,11,No
S00480,P7340,rogersmary,BattleZone,Console,West,2025-04-26,44,0,None,Incomplete,Free,29,No
S00481,P5458,georgejones,Empire Wars,PC,North-East,2025-02-01,134,0,None,Completed,Free,41,No
S00482,P6129,donna27,Zombie Rush,Mobile,North-East,2025-05-27,167,0,None,Completed,Free,28,Yes
S00483,P6524,jhayes,Zombie Rush,Mobile,North-East,2025-03-01,149,5.05,Boosters,Completed,Paid,44,No
S00484,P3747,neallisa,BattleZone,PC,West,2025-04-16,139,0,None,Completed,Free,19,No
S00485,P3923,evanskristen,Clash of Realms,Mobile,East,2025-03-09,64,0,None,Crashed,Free,33,No
S00486,P1788,bhenson,SpeedX,PC,East,2025-04-01,86,0,None,Completed,Free,17,No
S00487,P2044,hgardner,SpeedX,Mobile,East,2025-04-17,13,0,None,Completed,Free,47,No
S00488,P1977,mckinneychristopher,SpeedX,Mobile,East,2025-06-13,11,20.66,Battle Pass,Completed,Paid,40,No
S00489,P1280,elizabeth71,BattleZone,Mobile,South,2025-01-05,55,0,None,Exited Early,Free,26,No
S00490,P9973,ilambert,Clash of Realms,Console,West,2025-05-16,146,0,None,Crashed,Free,2,No
S00491,P8692,millerdonald,Clash of Realms,PC,South,2025-05-20,179,0,None,Completed,Free,10,Yes
S00492,P6606,krogers,SpeedX,PC,North,2025-03-22,63,0,None,Completed,Free,4,No
S00493,P2133,scott72,Zombie Rush,PC,East,2025-04-30,21,0,None,Completed,Free,22,No
S00494,P3534,simsalexis,Clash of Realms,PC,East,2025-04-16,56,46.31,Skins,Completed,Paid,11,Yes
S00495,P7831,kingsandra,Empire Wars,Console,West,2025-01-15,171,0,None,Completed,Free,35,Yes
S00496,P2872,april12,BattleZone,Mobile,North,2025-03-27,24,0,None,Completed,Paid,33,No
S00497,P1457,turnersusan,Empire Wars,Mobile,West,2025-02-14,157,26.84,Boosters,Completed,Paid,25,Yes
S00498,P6771,kenneth92,BattleZone,PC,West,2025-01-18,44,0,None,Completed,Free,42,No
S00499,P1107,victoria57,Clash of Realms,Mobile,South,2025-01-03,172,0,None,Exited Early,Free,4,Yes
S00500,P4402,fnolan,BattleZone,Console,North,2024-12-30,20,0,None,Completed,Paid,30,No
